Make,Model,Series launch year,Trim / Version,Year start,Year end,Production start,Production end,New Price,Used price range,Fuel consumption (mpg),Insurance group,Annual road tax,Miles per pound (mpp),Power (bhp),Top Speed (mph),0-60 mph (secs),Torque (Nm),Torque (ft-lb),CO2 Emissions (g/km),Euro Emissions Standard,Miles Per Tank,Fuel Capacity (litres),Weight (kg),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Turning Circle (m),Engine Size (cc),Cylinders,Valves,Fuel Type,Transmission,Gearbox,Drivetrain,Doors,Seats,Luggage Capacity (litres),Unbraked Towing Weight (kg),Braked Towing Weight (kg),EuroNCAP Rating,EuroNCAP Rating description,Adult Occupant,Child Occupant,Pedestrian,New Adult Occupant,New Child Occupant,New Vulnerable Road Users,New Safety Assist,Country,Status,Series (production years start-end),Image URL
BMW,3-Series,Saloon 2012 specs,325d Modern (Business Media) 4d,2013,2014,03/01/2013,02/01/2014,"£32,565","£6,755 - £9,625",57 mpg,35,£135,,214,152,6.6,450,332,129,5,714,57,1475,4624,2031,1429,2810,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,325d Modern (Professional Media) 4d,2013,2014,03/01/2013,02/01/2014,"£33,565","£6,935 - £9,865",57 mpg,35,£135,,214,152,6.6,450,332,129,5,714,57,1475,4624,2031,1429,2810,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,325d Modern 4d Step Auto,2013,2014,07/01/2013,02/01/2014,"£33,125","£7,520 - £10,510",61 mpg,35,£135,,214,152,6.4,450,332,122,5,764,57,1490,4624,2031,1429,2810,11,1995,4,16,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,325d Modern (Business Media) 4d Step Auto,2013,2014,07/01/2013,02/01/2014,"£34,115","£7,810 - £10,910",61 mpg,35,£135,,214,152,6.4,450,332,122,5,764,57,1490,4624,2031,1429,2810,11,1995,4,16,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,325d Modern (Professional Media) 4d Step Auto,2013,2014,07/01/2013,02/01/2014,"£35,115","£8,000 - £11,160",61 mpg,35,£135,,214,152,6.4,450,332,122,5,764,57,1490,4624,2031,1429,2810,11,1995,4,16,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,318d BluePerformance Modern 4d,2014,2014,03/01/2014,06/01/2014,"£29,670","£6,390 - £8,200",62 mpg,24,£30,,140,132,8.7,320,236,118,6,777,57,1410,4624,2031,1429,2810,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,318d BluePerformance Modern 4d Step Auto,2014,2014,03/01/2014,06/01/2014,"£31,220","£7,420 - £9,520",62 mpg,24,£30,,140,132,8.6,320,236,118,6,777,57,1430,4624,2031,1429,2810,11,1995,4,16,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,318d BluePerformance Modern (Business Media) 4d,2014,2014,03/01/2014,06/01/2014,"£30,560","£6,730 - £8,630",62 mpg,24,£30,,140,132,8.7,320,236,118,6,777,57,1410,4624,2031,1429,2810,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,318d BluePerform Modern (Bus Media) 4d Step Auto,2014,2014,03/01/2014,06/01/2014,"£32,110","£7,750 - £9,945",62 mpg,24,£30,,140,132,8.6,320,236,118,6,777,57,1430,4624,2031,1429,2810,11,1995,4,16,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,318d BluePerformance Modern (Prof Media) 4d,2014,2014,03/01/2014,06/01/2014,"£31,560","£6,915 - £8,875",62 mpg,24,£30,,140,132,8.7,320,236,118,6,777,57,1410,4624,2031,1429,2810,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,318d BluePerform Modern (Prof Media) 4d,2014,2014,03/01/2014,06/01/2014,"£33,110","£7,940 - £10,215",62 mpg,24,£30,,140,132,8.6,320,236,118,6,777,57,1430,4624,2031,1429,2810,11,1995,4,16,Diesel,Automatic,8 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i Modern 4d,2012,2014,02/01/2012,06/01/2014,"£27,425","£5,100 - £8,230",44 mpg,30,£180,,181,146,7.1,270,199,147,6,580,60,1400,4624,2031,1429,2810,11,1997,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,480,695,1600,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i Modern 4d Step Auto,2012,2014,02/01/2012,06/01/2014,"£28,975","£6,035 - £9,730",47 mpg,30,£180,,181,146,7.1,270,199,141,6,620,60,1420,4624,2031,1429,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,695,1600,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,328i Modern 4d,2012,2014,02/01/2012,02/01/2014,"£30,625","£5,570 - £8,855",44 mpg,35,£180,,241,155,5.7,350,258,149,6,580,60,1430,4624,2031,1429,2810,11,1997,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,328i Modern 4d Step Auto,2012,2014,02/01/2012,02/01/2014,"£32,175","£6,515 - £10,360",44 mpg,35,£180,,241,155,5.7,350,258,147,6,580,60,1455,4624,2031,1429,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i xDrive Modern 4d,2012,2014,07/01/2012,06/01/2014,"£28,925","£5,340 - £8,535",41 mpg,30,£220,,181,144,7.2,270,199,159,6,541,60,1485,4624,2031,1434,2810,11,1997,4,16,Petrol,Manual,6 Speed,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i xDrive Modern 4d Step Auto,2012,2014,07/01/2012,06/01/2014,"£30,475","£6,275 - £10,070",43 mpg,30,£220,,181,143,7.3,270,199,152,6,567,60,1505,4624,2031,1434,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i Modern (Business Media) 4d,2012,2014,11/01/2012,06/01/2014,"£28,315","£5,595 - £8,690",44 mpg,30,£180,,181,146,7.1,270,199,147,6,580,60,1400,4624,2031,1429,2810,11,1997,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,480,695,1600,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i Modern (Business Media) 4d Step Auto,2012,2014,11/01/2012,06/01/2014,"£29,865","£6,575 - £10,220",47 mpg,30,£180,,181,146,7.1,270,199,141,6,620,60,1420,4624,2031,1429,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,695,1600,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i Modern (Professional Media) 4d,2012,2014,11/01/2012,06/01/2014,"£29,315","£5,690 - £8,870",44 mpg,30,£180,,181,146,7.1,270,199,147,6,580,60,1400,4624,2031,1429,2810,11,1997,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,480,695,1600,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i Modern (Professional Media) 4d Step Auto,2012,2014,11/01/2012,06/01/2014,"£30,865","£6,680 - £10,375",47 mpg,30,£180,,181,146,7.1,270,199,141,6,620,60,1420,4624,2031,1429,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,695,1600,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i xDrive Modern (Business Media) 4d,2012,2014,11/01/2012,06/01/2014,"£29,815","£5,805 - £9,025",41 mpg,30,£220,,181,144,7.2,270,199,159,6,541,60,1485,4624,2031,1434,2810,11,1997,4,16,Petrol,Manual,6 Speed,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i xDrive Modern (Business Media) 4d Step Auto,2012,2014,11/01/2012,06/01/2014,"£31,365","£6,775 - £10,530",43 mpg,30,£220,,181,143,7.3,270,199,152,6,567,60,1505,4624,2031,1434,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i xDrive Modern (Professional Media) 4d,2012,2014,11/01/2012,06/01/2014,"£30,815","£5,905 - £9,180",41 mpg,30,£220,,181,144,7.2,270,199,159,6,541,60,1485,4624,2031,1434,2810,11,1997,4,16,Petrol,Manual,6 Speed,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,320i xDrive Modern (Professional Media) 4d Step Auto,2012,2014,11/01/2012,06/01/2014,"£32,365","£6,885 - £10,705",43 mpg,30,£220,,181,143,7.3,270,199,152,6,567,60,1505,4624,2031,1434,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,328i Modern (Business Media) 4d,2012,2014,11/01/2012,02/01/2014,"£31,615","£6,095 - £9,345",44 mpg,35,£180,,241,155,5.7,350,258,149,6,580,60,1430,4624,2031,1429,2810,11,1997,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,328i Modern (Business Media) 4d Step Auto,2012,2014,11/01/2012,02/01/2014,"£33,165","£7,075 - £10,830",44 mpg,35,£180,,241,155,5.7,350,258,147,6,580,60,1455,4624,2031,1429,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,328i Modern (Professional Media) 4d,2012,2014,11/01/2012,02/01/2014,"£32,615","£6,210 - £9,500",44 mpg,35,£180,,241,155,5.7,350,258,149,6,580,60,1430,4624,2031,1429,2810,11,1997,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,328i Modern (Professional Media) 4d Step Auto,2012,2014,11/01/2012,02/01/2014,"£34,165","£7,170 - £11,005",44 mpg,35,£180,,241,155,5.7,350,258,147,6,580,60,1455,4624,2031,1429,2810,11,1997,4,16,Petrol,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1700,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d Modern 4d Step Auto,2012,2014,07/01/2012,02/01/2014,"£34,975","£7,320 - £11,530",57 mpg,38,£135,,254,155,5.4,560,413,129,5,714,57,1540,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d Modern (Business Media) 4d Step Auto,2012,2014,11/01/2012,02/01/2014,"£35,965","£7,810 - £11,955",57 mpg,38,£135,,254,155,5.4,560,413,129,5,714,57,1540,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d Modern (Professional Media) 4d Step Auto,2012,2014,11/01/2012,02/01/2014,"£36,965","£7,970 - £12,205",57 mpg,38,£135,,254,155,5.4,560,413,129,5,714,57,1540,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d xDrive Modern 4d Step Auto,2013,2014,03/01/2013,02/01/2014,"£36,475","£8,450 - £12,050",54 mpg,40,£165,,254,155,5.1,560,413,137,5,677,57,1610,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d xDrive Modern (Business Media) 4d Step Auto,2013,2014,03/01/2013,02/01/2014,"£37,465","£8,745 - £12,480",54 mpg,40,£165,,254,155,5.1,560,413,137,5,677,57,1610,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d xDrive Modern (Professional Media) 4d Step Auto,2013,2014,03/01/2013,02/01/2014,"£38,465","£8,915 - £12,730",54 mpg,40,£165,,254,155,5.1,560,413,137,5,677,57,1610,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,4 wheel drive,4,5,480,750,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d BluePerformance Modern 4d Step Auto,2013,2014,03/01/2013,02/01/2014,"£35,970","£8,095 - £11,530",57 mpg,35,£135,,254,155,5.4,560,413,129,6,714,57,1540,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
BMW,3-Series,Saloon 2012 specs,330d BluePerf Modern (Business Media) 4d Step Auto,2013,2014,03/01/2013,02/01/2014,"£36,960","£8,395 - £11,955",57 mpg,35,£135,,254,155,5.4,560,413,129,6,714,57,1540,4624,2031,1429,2810,11,2993,6,24,Diesel,Automatic,8 Speed Step Auto,Rear wheel drive,4,5,480,745,1800,https://parkers-assets.bauersecure.com/images/euroncap/post2009-5stars.png,"The BMW 3-Series Saloon (12-19) was tested by Euro NCAP in 2012 and was awarded a  5 star overall rating.
This overall rating is calculated from the following individual ratings:",,,,0.95,0.84,0.78,0.86,Germany,discontinued,BMW 3-Series Saloon (2012 - 2019),https://parkers-images.bauersecure.com/pagefiles/203583/cut-out/bmw-3-series.jpg
